AIC,Fund,Share,MonthEnd,Code,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Monthend MidPrice,CurrYrRev(CYR),Rev Res (splits only),RevAllocation % (splits only),Shares,Shares,Shares,Shares,Sell,Cash/CashEquiv,GrossGearing,NetGearing,Permanent,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,,Additional geographic,,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,,AIC,Unit1,Unit1,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,Total Assets ex CYR,FootNote,FairValue,ShareNote
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other , , , , , , , , ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Property Securities,Henderson Global Property Companies,Ordinary Share,30/06/2010,B17MXW8,22358000,0,0,0,0,0,0,0,0,53,1027000,,,37500000,0,0,0,N/A,2,100,98,N,100,22358000,21331000,56.88,,,,,59.62,,,,,56.88,,,,,59.62,,,,,,2,0,6,8,43,10,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21331000,"There was no financial gearing at 30 June 2010 although there was a net long exposure to contracts for difference (CFD) of £2,615,000, equivalent to gearing of 9%.",,
Property Securities,ING Global Real Estate Securities,Ordinary Share,30/06/2010,B132SB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property Securities,TR Property,Ordinary Share,30/06/2010,906409,446708000,42607053,47049406,42607053,47049406,0,0,0,42607053,138.9,11503000,,,256725000,0,0,0,N/A,1,111,109,N,100,404100947,392597947,152.93,,,,,157.41,,,,,151.2,,,,,155.68,,,,,,1,1,43,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,435205000,,,
Property Securities,TR Property Sigma,Ordinary Share,30/06/2010,B1YW2J1,114018000,12742808,13784455,12742808,13784455,0,0,0,12742808,62.1,1393000,,,124922000,0,0,0,N/A,2,113,110,N,100,101275192,99882192,79.96,,,,,81.07,,,,,79.12,,,,,80.24,,,,,,2,0,35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,112625000,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Property Specialist,Camper & Nicholsons Marina Investments (AIM),Ordinary Share,30/06/2010,B1FCZR9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property Specialist,MedicX,Ordinary Share,30/06/2010,B1DVQL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property Specialist,Vinaland (AIM),Ordinary Share,30/06/2010,B0WHX65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Biotechnology/Life Sciences,Biotech Growth,Ordinary Share,30/06/2010,38551,101888598,0,0,0,0,0,0,0,0,158.75,-91748,,,65959861,0,0,0,N/A,0,100,100,Y,100,101888598,101980346,,,,,,154.47,,,,,,,,,,154.47,,,,,,0,0,5,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,101980346,,,
Sector Specialist: Biotechnology/Life Sciences,Finsbury Worldwide Pharmaceutical,Ordinary Share,30/06/2010,338530,328306221,20015545,20015545,20015545,20015545,0,0,0,20015545,639,804695,,,42979817,0,134450,7877149,Yes,-2,106,109,N,100,308290676,307485981,715.42,698.33,,,690.48,717.29,699.88,,,691.83,715.42,698.33,,,690.48,717.29,699.88,,,691.83,,-2,4,3,19,65,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,327501526,,,
Sector Specialist: Biotechnology/Life Sciences,International Biotechnology,Ordinary Share,30/06/2010,455934,96596436,0,0,0,0,0,0,0,0,141.5,-1750094,,,60357664,0,675000,4475000,N/A,4,100,96,Y,100,96596436,98346530,,,,,,160.04,,,,158.76,,,,,,160.04,,,,158.76,0,4,0,17,3,75,0,1,0,0,0,0,0,0,0,0,0,92,-2,10,0,0,0,18,3,78,0,1,0,z,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,98346530,,,
Sector Specialist: Biotechnology/Life Sciences,Polar Capital Global Healthcare Growth & Income,Ordinary Share,30/06/2010,B6832P1,84030035,0,0,0,0,0,0,0,0,101.75,65247,,,89000000,89000000,0,0,N/A,22,100,78,N,100,84030035,83964788,94.34,,,,,94.42,,,,,94.34,,,,,94.42,,,,,4,22,0,8,23,45,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,#,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,83964788,# First month following company launch,,Shares issued at fund launch for £1.00.  Launch Date 15/06/10.
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Commodities and Natural Resources,BlackRock Commodities Income,Ordinary Share,30/06/2010,B0N8MF9,86480500,292906,292906,292906,292906,0,0,0,292906,117,658872,,,75600000,274338,0,0,No,-2,100,102,N,100,86187594,85528722,113.13,,,,,114,,,,,113.13,,,,,114,,,,,3.76,-2,3,0,27,40,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,85821628,,,"274,338 shs sold out of Treasury 04.06.10 £355,268"
Sector Specialist: Commodities and Natural Resources,BlackRock World Mining,Ordinary Share,30/06/2010,577485,1148465096,28982478,28982478,28982478,28982478,0,0,0,28982478,549,5784756,,,177762242,0,0,15249600,No,1,103,102,N,100,1119482618,1113697862,626.51,,,,626.51,629.76,,,,629.76,626.51,,,,626.51,629.76,,,,629.76,,1,2,24,1,8,0,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1142680340,,,
Sector Specialist: Commodities and Natural Resources,El Oro,Ordinary Share,30/06/2010,B3L9RC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Debt,Greenwich Loan Income (AIM),Ordinary Share,30/06/2010,B0CL3P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector Specialist: Debt,PSource Structured Debt,Ordinary Share,30/06/2010,B236KR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector Specialist: Debt,Queen's Walk Investment,Ordinary Share,30/06/2010,B0HW536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Endowment Policies,Allianz Dresdner Endowment Policy 2010,Ordinary Share,30/06/2010,278175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Environmental,BlackRock New Energy,Ordinary Share,30/06/2010,973793,109631750,0,0,0,0,0,0,0,0,38.5,-135529,,,246634210,0,0,0,N/A,3,100,97,Y,100,109631750,109767279,,,,,,44.45,,,,,,,,,,44.45,,,,,1.21,3,0,6,34,48,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,109767279,,,
Sector Specialist: Environmental,Impax Environmental Markets,Ordinary Share,30/06/2010,3123249,391277435,0,0,0,0,0,0,0,0,112.3,1421357,,,322656336,18666085,119000,716505,No,8,100,92,N,100,391277435,389856078,120.83,,,,120.83,121.27,,,,121.27,120.83,,,,120.83,121.27,,,,121.27,1.2,8,0,13,26,37,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,389856078,,,"18,666,085 warrants exercised during the month at £0.96 (£17,919,441.6)

Share bought back in June 2010 were not cancelled and are held in Treasury.
Shares bought back:
-119,000 shares bought back on 11th Jun 2010"
Sector Specialist: Environmental,Jupiter Green,Ordinary Share,30/06/2010,B120GL7,38849403,0,0,0,0,0,0,0,0,85.75,88949,,,40869929,0,0,3021885,No,3,100,97,N,100,38849403,38760454,94.84,,,,94.84,95.06,,,,95.06,94.84,,,,94.84,95.06,,,,95.06,1.8,3,1,27,18,41,7,3,0,0,0,0,0,0,0,0,0,36,0,64,0,0,0,3,0,97,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,38760454,,,
Sector Specialist: Environmental,Ludgate Environmental (AIM),Ordinary Share,30/06/2010,B1YW310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Financials,Asset Management,Ordinary Share,30/06/2010,58065,13287894,0,0,0,0,0,0,0,0,64,553961,,,17314411,0,0,0,N/A,28,100,72,N,100,13287894,12733933,73.55,,,,,76.74,,,,,73.55,,,,,76.74,,,,,16.24,28,0,3,28,41,0,0,0,0,0,0,0,0,0,0,0,88,0,12,0,0,0,27,28,45,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,12733933,,,
Sector Specialist: Financials,Blue Planet European Financials,Ordinary Share,30/06/2010,532707,13442619,4250000,4250000,4250000,4250000,0,0,0,4250000,39,65774,,,16042469,0,0,534600,N/A,56,146,64,N,100,9192619,9126845,56.89,,,,56.31,57.3,,,,56.71,56.89,,,,56.31,57.3,,,,56.71,2.44,56,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,3,2,95,0,0,0,3,2,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,13376845,,,
Sector Specialist: Financials,Blue Planet Financials Growth & Income,Ordinary Share,30/06/2010,B1B9C40,19882704,7500000,7500000,7500000,7500000,0,0,0,7500000,67,-28870,,,13662100,0,0,0,N/A,57,161,69,N,100,12382704,12411574,90.85,,,,,90.64,,,,,90.85,,,,,90.64,,,,,1.82,57,14,1,20,6,0,2,0,0,0,0,0,0,0,0,0,94,0,0,0,4,2,94,0,0,0,4,2,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,19911574,,,
Sector Specialist: Financials,Blue Planet Worldwide Financials,Ordinary Share,30/06/2010,152417,17216849,6750000,6750000,6750000,6750000,0,0,0,6750000,54,-202705,,,14076218,0,0,209500,N/A,56,164,72,N,100,10466849,10669554,75.8,,,,75.48,74.36,,,,74.06,75.8,,,,75.48,74.36,,,,74.06,1.95,56,14,1,21,6,0,2,0,0,0,0,0,0,0,0,0,94,0,0,0,4,2,94,0,0,0,4,2,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,17419554,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Forestry & Timber,Cambium Global Timberland (AIM),Ordinary Share,30/06/2010,B1NNWQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector Specialist: Forestry & Timber,Phaunos Timber,Ordinary Share,30/06/2010,B1G3RS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Infrastructure,HSBC Infrastructure Company,Ordinary Share,30/06/2010,B0T4LH6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector Specialist: Infrastructure,International Public Partnerships,Ordinary Share,30/06/2010,B188SR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,SEDOL,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note
Sector Specialist: Liquidity Funds,Invesco Perpetual Select Managed Liquidity,Ordinary Share,30/06/2010,B1DQ670,13001306,105940,105940,105940,105940,0,0,0,105940,99.5,-32348,,,12663480,0,0,995500,No,0,101,101,N,100,12895366,12927714,102.09,,,,102.09,101.83,,,,101.83,102.09,,,,102.09,101.83,,,,101.83,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,13033654,,,
Sector Specialist: Liquidity Funds,JPMorgan Elect Managed Cash,Ordinary Share,30/06/2010,3408009,19754182,57554,57554,57554,57554,0,0,0,57554,100,47633,,,19570852,0,214221,0,N/A,100,100,0,N,100,19696628,19648995,100.4,,,,,100.64,,,,,100.4,,,,,100.64,,,,,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,19706549,,,
